date,return,var99_sv_mean,var99_sv_lo,var99_sv_hi,var99_garch
2024-12-12,-0.5428731461463251,-1.665405238351426,-2.8252050768499597,-0.9153122660426625,-1.8647307436356095
2024-12-13,-0.0026466989371873,-1.7740018087972942,-2.9642527019998908,-0.9909613080397426,-1.9265601771660652
2024-12-16,0.3792155008784429,-1.8791844081814417,-3.116324839351363,-1.0656602697081978,-1.802387291328677
2024-12-17,-0.3871479480655496,-2.0104691864016715,-3.324715325654511,-1.1303592308719637,-1.7294847354011902
2024-12-18,-2.993650530451818,-2.2181874851283743,-3.6077201174536446,-1.3266155505103119,-1.7379109284278424
2024-12-19,-0.0865486750536793,-2.4828379867386974,-3.9632383097235793,-1.4874120340360153,-4.341963683241308
2024-12-20,1.08104794023973,-2.3833315942492774,-3.7015159137232923,-1.4223302585964344,-3.9713329241992135
2024-12-23,0.7260849585616372,-2.3821829009186706,-3.8727664106574546,-1.3582479575759208,-3.85420308551302
2024-12-24,1.0982233165126825,-2.3452516906962995,-4.029385598187714,-1.3535672504394693,-3.620819582939996
2024-12-26,-0.0405741088257819,-2.330600410959536,-3.8950588317090626,-1.3371789985687086,-3.565851396574635
2024-12-27,-1.1117304964912211,-2.2645797788457704,-3.9295883351433885,-1.2684692116222787,-3.268796970571578
2024-12-30,-1.0759673941729728,-2.243126418855928,-3.7693596345861633,-1.2058610346018062,-3.383275153644631
